Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
hevea_scruciana,Jalan Hevea Scruciana,Time-series (numeric),31/3/2021,11/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang",education,ended,0,79,0,336,0,0,79
highline,Highline,Time-series (numeric),7/4/2021,6/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kota Tinggi,import,ended,0,5,0,14,0,0,5
highway,Highway,Time-series (numeric),10/10/2020,2/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Belud,workplace,ended,0,48,0,158,0,0,48
hikmah_muadzam,Hikmah Muadzam,Time-series (numeric),5/2/2021,25/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Rompin,community,ended,0,42,0,197,0,0,42
hilir,Hilir,Time-series (numeric),29/11/2020,9/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Bachok, Pasir Puteh & Tumpat",highRisk,ended,0,27,0,1137,0,1,26
hilir_sg_kluang,Hilir Sungai Kluang,Time-series (numeric),22/2/2021,30/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Perak,"Barat Daya, Timur Laut, Seberang Perai Tengah, Seberang Perai Utara, Larut, Matang & Selama",workplace,ended,0,64,0,346,0,0,64
hosp_muar,"HPSF, Muar",Time-series (numeric),16/4/2020,22/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Muar,highRisk,ended,0,24,0,1018,0,7,17
hujung_pasir,Hujung Pasir,Time-series (numeric),3/12/2020,29/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Labuan,Labuan,workplace,ended,0,85,0,893,0,0,85
hulu_jerocco,Hulu Jerocco,Time-series (numeric),9/2/2021,17/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,ended,0,64,0,1418,0,0,64
hulu_spaoh,Hulu Spaoh,Time-series (numeric),18/5/2021,6/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Betong, Samarahan",community,active,0,111,0,829,0,0,111
huma,Huma,Time-series (numeric),4/12/2020,16/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Puteh & Kota Bharu,education,ended,0,74,0,597,0,0,74
hyde_park,Hyde Park,Time-series (numeric),22/7/2020,19/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang ,import,ended,0,4,0,24,0,0,4
ibrahim_majid,SubTabligh Sri Petaling - Bandar Baru Ibrahim Majid & kawasan sekitar,Time-series (numeric),7/4/2020,13/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kluang,religious,ended,0,193,0,2384,0,4,189
idaman,Idaman,Time-series (numeric),28/10/2020,27/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor & WP Kuala Lumpur,"Petaling, Gombak, Titiwangsa & Cheras",highRisk,ended,0,11,0,491,0,0,11
ijn,IJN,Time-series (numeric),16/4/2020,25/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, WP Putrajaya, Selangor & Negeri Sembilan",Pelbagai,highRisk,ended,0,20,0,717,0,2,18
ikan_emas,Ikan Emas,Time-series (numeric),6/1/2021,5/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Cheras,workplace,ended,0,35,0,43,0,0,35
ikhtisas,Ikhtisas,Time-series (numeric),8/11/2020,12/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, Kelantan & Negeri Sembilan","Petaling, Klang, Jeli & Seremban",highRisk,ended,0,25,0,382,0,0,25
imigresen_semuja,Depot Imigresen Semuja,Time-series (numeric),18/3/2021,9/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Serian,detentionCentre,ended,0,447,0,740,0,0,447
impian,Impian,Time-series (numeric),2/12/2020,18/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak & Petaling,highRisk,ended,0,17,0,234,0,0,17
impian_indah,Impian Indah,Time-series (numeric),15/5/2021,19/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Gombak, Petaling",education,active,0,27,0,170,0,0,27
inai,Inai,Time-series (numeric),21/10/2020,2/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kudat ,community,ended,0,63,0,120,0,0,63
inanam_taipan,Inanam Taipan,Time-series (numeric),27/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Penampang, Tuaran",workplace,ended,0,9,0,25,0,0,9
indah_mas,Indah Mas,Time-series (numeric),23/11/2020,12/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Selangor,"Kepong, Titiwangsa, Cheras & Petaling ",community,ended,0,24,0,192,0,0,24
indah_riang,Indah Riang,Time-series (numeric),28/1/2021,6/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Kuching, Simunjan, Samarahan & Saratok",community,ended,0,21,0,222,0,3,18
indani,Indani,Time-series (numeric),22/5/2021,30/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Semporna,community,active,0,14,0,96,0,0,14
indera_mahkota2,Indera Mahkota Dua,Time-series (numeric),3/5/2021,11/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,education,active,0,19,0,562,0,0,19
indera_mahkota3,Indera Mahkota Lima,Time-series (numeric),6/5/2021,10/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,community,ended,0,21,0,320,0,0,21
indera_mahkota5,Indera Mahkota Tiga,Time-series (numeric),12/4/2021,21/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,workplace,active,0,23,0,2801,0,0,23
industri_19,Industri 19,Time-series (numeric),25/2/2021,5/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling & Kuala Selangor,workplace,ended,0,60,0,110,0,0,60
industri_apas,Industri Apas,Time-series (numeric),25/1/2021,24/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,workplace,ended,0,22,0,51,0,0,22
industri_balakong3,Industri Balakong Tiga,Time-series (numeric),21/5/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Hulu Langat, Sepang, Petaling",workplace,active,0,20,0,139,0,0,20
industri_balakong8,Industri Balakong Lapan,Time-series (numeric),12/4/2021,22/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Hulu langat, Petaling",workplace,ended,0,100,0,243,0,0,100
industri_batu_berendam,Industri Batu Berendam,Time-series (numeric),22/5/2021,24/9/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Negeri Sembilan","Melaka Tengah, Alor Gajah, Jasin, Tampin",workplace,active,0,2006,85,18055,0,22,1899
industri_bentong11,Industri Bentong Sebelas,Time-series (numeric),5/2/2021,11/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Bentong,workplace,ended,0,24,0,43,0,0,24
industri_bukit_angkat,Industri Bukit Angkat,Time-series (numeric),2/4/2021,11/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,44,0,61,0,0,44
industri_bukit_minyak,Industri Bukit Minyak,Time-series (numeric),23/5/2021,2/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara",workplace,active,0,68,0,151,0,0,68
industri_bukit_raja,Industri Bukit Raja,Time-series (numeric),19/5/2021,5/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Petaling",workplace,active,0,39,0,200,0,0,39
industri_cheras_jaya,Industri Cheras Jaya,Time-series (numeric),5/3/2021,25/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,20,0,42,0,0,20
industri_cyber,Industri Cyber,Time-series (numeric),16/2/2021,1/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor & Melaka,"Kulai, Melaka Tengah & Johor Bahru",workplace,ended,0,164,0,327,0,0,164
industri_grisek,Industri Grisek,Time-series (numeric),27/1/2021,9/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Tangkak & Muar,workplace,ended,0,160,0,637,0,0,160
industri_gunung_mas,Industri Gunung Mas,Time-series (numeric),15/3/2021,1/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,"Tampin, Kuala Pilah, Rembau",workplace,ended,0,72,0,449,0,0,72
industri_inanam,Industri Inanam,Time-series (numeric),7/3/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Tuaran",workplace,ended,0,33,0,240,0,0,33
industri_indah,Industri Indah,Time-series (numeric),29/1/2021,1/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang ,workplace,ended,0,51,0,91,0,0,51
industri_jln_emas,Industri Jalan Emas,Time-series (numeric),12/5/2021,15/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Kuala Langat, Klang",workplace,active,0,119,0,1588,0,1,118
industri_jln_kebun,Industri Jalan Kebun,Time-series (numeric),10/4/2021,23/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Petaling, Kuala Langat",workplace,ended,0,44,0,111,0,0,44
industri_jln4,Industri Jalan Empat,Time-series (numeric),25/2/2021,24/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Hulu Langat, Klang, dan Sepang",workplace,ended,0,12,0,193,0,0,12
industri_kelemak,Industri Kelemak,Time-series (numeric),21/5/2021,29/9/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Negeri Sembilan, Melaka","Tampin, Alor Gajah, Melaka Tengah, Jasin",workplace,active,0,1350,13,2489,0,6,1331
industri_kg_baru,Industri Kampung Baru,Time-series (numeric),6/2/2021,5/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petalng,workplace,ended,0,167,0,450,0,0,167
industri_kg_tersang,Industri Kampung Tersang,Time-series (numeric),26/5/2021,3/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Raub,workplace,active,0,36,0,124,0,0,36
industri_kledang1,Industri Kledang Satu,Time-series (numeric),25/5/2021,26/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kinta,workplace,active,0,31,0,90,0,0,31
industri_lengkuk_teknologi,Industri Lengkuk Teknologi,Time-series (numeric),6/5/2021,31/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Negeri Sembilan, Selangor","Seremban, Port Dickson, Kuala Pilah, Sepang, Klang",workplace,active,0,176,0,378,0,0,176
industri_mahkota,Industri Mahkota,Time-series (numeric),9/2/2021,2/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Langat ,workplace,ended,0,22,0,1537,0,0,4
industri_mahkota2,Industri Mahkota 2,Time-series (numeric),3/5/2021,29/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Langat,workplace,active,0,265,0,1484,0,0,265
industri_nibong_tebal,Industri Nibong Tebal,Time-series (numeric),22/5/2021,7/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Selatan, Barat Daya, Seberang Perai Tengah",workplace,active,0,76,0,136,0,0,76
industri_parit_raja,Industri Parit Raja,Time-series (numeric),8/4/2021,15/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Batu Pahat,workplace,ended,0,69,0,474,0,0,69
industri_pengkalan_balak,Industri Pengkalan Balak,Time-series (numeric),24/5/2021,3/7/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Negeri Sembilan","Alor Gajah, Melaka Tengah, Rembau, Port Dickson",workplace,active,0,425,0,1028,0,0,425
industri_peramu_jaya,Industri Peramu Jaya,Time-series (numeric),28/1/2021,6/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Pekan & Kuantan,workplace,ended,0,28,0,135,0,0,28
industri_permata,Industri Permata,Time-series (numeric),22/3/2021,27/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Seremban,workplace,ended,0,32,0,73,0,0,32
industri_permata2,Industri Permata Dua,Time-series (numeric),24/3/2021,9/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan & Selangor,"Seremban, Sepang",workplace,ended,0,70,0,347,0,0,70
industri_platinum,Industri Platinum,Time-series (numeric),6/5/2021,5/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Selangor,workplace,active,0,10,0,51,0,0,10
industri_puchong,Industri Puchong,Time-series (numeric),1/2/2021,18/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,75,0,222,0,0,75
industri_selesa,Industri Selesa,Time-series (numeric),13/2/2021,14/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Hulu Langat",workplace,ended,0,293,0,1035,0,0,293
industri_senawang,Industri Senawang,Time-series (numeric),21/5/2021,15/8/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Negeri Sembilan, Melaka","Seremban, Kuala Pilah, Port Dickson, Rembau, Jelebu, Jempol, Tampin, Alor Gajah",workplace,active,0,2178,0,9555,0,15,2163
industri_serkam,Industri Serkam,Time-series (numeric),2/2/2021,21/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Johor & Negeri Sembilan","Jasin,Tangkak, Rembau & Melaka Tengah",workplace,ended,0,1439,0,1901,0,0,1439
industri_sg_gadut,Industri Sungai Gadut,Time-series (numeric),22/2/2021,22/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,"Seremban, Rembau, Tampin, Port Dickson",workplace,ended,0,1821,0,2288,0,0,1821
industri_subang,Industri Subang,Time-series (numeric),4/3/2021,29/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Kuala Lumpur","Petaling, Klang, Kuala Selangor, Kuala Langat, Sepang, Lembah Pantai, Titiwangsa, Kepong",workplace,ended,0,305,0,479,0,0,305
industri_tekstil_nilai,Industri Tekstil Nilai,Time-series (numeric),17/2/2021,7/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan & Selangor,"Seremban, Port Dickson, Sepang",workplace,active,0,508,0,2313,0,0,508
industri_ttj,Industri TTJ,Time-series (numeric),5/2/2021,18/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan & Melaka,"Seremban, Port Dickson, Rembau, Tampin, Jempul, Jelebu, Kuala Pilah, Alor Gajah, Jasin",workplace,ended,0,511,0,2786,0,0,511
industri_waja,Industri Waja,Time-series (numeric),28/2/2021,13/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Kuala Langat, Klang",workplace,ended,0,86,0,287,0,0,86
industri_wawasan,Industri Wawasan,Time-series (numeric),10/2/2021,16/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,ended,0,61,0,142,0,0,61
industri_zon_dagang1,Industri Zon Dagang Satu,Time-series (numeric),26/5/2021,16/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Kedah, Perak","Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Barat Daya, Timur Laut, Baling, Kuala Muda, Kulim, Pendang, Kerian",workplace,active,0,288,0,3777,0,1,287
intan,Intan,Time-series (numeric),5/11/2020,29/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Timur Laut, Barat Daya,Seberang Perai Utara, Seberang Perai Tengah, Kuala Muda, Sik, Padang Terap, Kulim & Sungai Petani",workplace,ended,0,207,0,2871,0,0,207
intan_delima,Intan Delima,Time-series (numeric),26/1/2021,31/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Kuala Pilah,education,ended,0,34,0,253,0,0,34
intan_mas,Intan Mas,Time-series (numeric),14/1/2021,9/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Hilir Perak & Muallim,community,ended,0,21,0,58,0,0,21
integra_ikon,Integra Ikon,Time-series (numeric),29/12/2020,31/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,"Titiwangsa, Lembah Pantai & Cheras",workplace,ended,0,13,0,186,0,0,13
integrasi_rawang3,Integrasi Rawang Tiga,Time-series (numeric),6/4/2021,5/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak,workplace,ended,0,13,0,18,0,0,13
inten,Inten,Time-series (numeric),16/12/2020,21/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,community,ended,0,10,0,282,0,0,10
